Index,True Label,Predicted Label,sentence,word_index
1935,1,0,So they compromised and gave £100 to the Barlow Clowes Investors Group which was formed last July to represent the investors ' interests and co-ordinate the fight for compensation .,18
1944,1,0,"That , says Mr Tyson , has been their only blessing .",10
1949,1,0,‘ They are dedicated people who clearly know what they are talking about and have guided us through it .,11
1952,1,0,"Those people are victims , too , but they have certainly kept us together . ’",3
1961,0,1,"That aside , the last year has brought little respite from their own , very personal , crisis .",9
1966,0,1,The Tysons have yet to see any cash payment from the liquidators who have been winding up BCI 's affairs .,5
1984,0,1,What little money has been recovered remains the subject of a legal tussle in the courts which may yet take months to resolve .,22
1987,0,1,"They have been told that their claim may only amount to around £11,000 of their £15,000 as capital gains tax is likely to be deducted from the total .",9
1997,0,1,"But until they get any money back , the Tysons find themselves in the position of the gambler who gambled all and lost .",6
2001,1,0,"But until they get any money back , the Tysons find themselves in the position of the gambler who gambled all and lost .",17
2002,1,0,"But until they get any money back , the Tysons find themselves in the position of the gambler who gambled all and lost .",19
2023,0,1,AN INCOMING Labour government would turn large areas of Whitehall upside down — but the party 's policy review barely considers the implications of its plans for restructuring government departments .,6
2024,0,1,AN INCOMING Labour government would turn large areas of Whitehall upside down — but the party 's policy review barely considers the implications of its plans for restructuring government departments .,7
2030,0,1,AN INCOMING Labour government would turn large areas of Whitehall upside down — but the party 's policy review barely considers the implications of its plans for restructuring government departments .,19
2080,0,1,The only department which explicitly escapes unscathed is the one which Conservatives would most like to abolish : the Department of Energy .,6
2107,0,1,"New departments and quangos would , according to the review , be designed to act as irritants and antagonists within the Civil Service system .",18
2122,0,1,Nor does it contemplate the knock-on consequences for Labour ministers of attempting to implement their programme while rebuilding the governmental machine .,5
2132,0,1,"The ‘ medium term industrial strategy ’ which would form the centrepiece of Labour 's economic policy would , according to the Productive and Competitive Economy review group , be ‘ administered by a transformed Department of Trade and Industry ’ .",2
2135,0,1,"The ‘ medium term industrial strategy ’ which would form the centrepiece of Labour 's economic policy would , according to the Productive and Competitive Economy review group , be ‘ administered by a transformed Department of Trade and Industry ’ .",5
2136,0,1,"The ‘ medium term industrial strategy ’ which would form the centrepiece of Labour 's economic policy would , according to the Productive and Competitive Economy review group , be ‘ administered by a transformed Department of Trade and Industry ’ .",9
2146,0,1,"The ‘ medium term industrial strategy ’ which would form the centrepiece of Labour 's economic policy would , according to the Productive and Competitive Economy review group , be ‘ administered by a transformed Department of Trade and Industry ’ .",27
2147,0,1,"The ‘ medium term industrial strategy ’ which would form the centrepiece of Labour 's economic policy would , according to the Productive and Competitive Economy review group , be ‘ administered by a transformed Department of Trade and Industry ’ .",31
2148,0,1,"The ‘ medium term industrial strategy ’ which would form the centrepiece of Labour 's economic policy would , according to the Productive and Competitive Economy review group , be ‘ administered by a transformed Department of Trade and Industry ’ .",34
2154,1,0,"The review adds : ‘ What we now seek is a DTI which will have an equal , if not superior status , to that of the Treasury . ’",8
2173,0,1,Labour policy has long sought to challenge the Treasury 's dominance in government .,10
2186,0,1,"But its last effort — the Department of Economic Affairs , set up by Harold Wilson and headed by George Brown — ended in futile departmental and ministerial infighting .",22
2196,1,0,"There would in addition be a minister for Science and Technology at the newly supreme DTI , with responsibility for determing investment in research .",14
2199,1,0,"There would in addition be a minister for Science and Technology at the newly supreme DTI , with responsibility for determing investment in research .",20
2202,1,0,There is no mention in the education policy of how that might affect the Department of Education and Science .,3
2217,1,0,"But while the DTI would override the Treasury , a new ‘ powerful Department of Consumer Affairs ’ would antagonise the DTI .",19
2228,0,1,"Its remit for inter-departmental intrusion would be wide , with ‘ a watching brief over government action ’ and the ability to initiate consumer legislation .",1
2236,1,0,"Its remit for inter-departmental intrusion would be wide , with ‘ a watching brief over government action ’ and the ability to initiate consumer legislation .",20
2244,0,1,Only the Women 's Ministry would be given equal license .,9
2246,1,0,"It would be able to ‘ require each government department to review its policies , practices , and existing and proposed legislation ’ .",6
2260,1,0,"While new departments are born and others extended , one of the oldest — the Home Office — would become a shadow of its present self .",12
2265,1,0,"While new departments are born and others extended , one of the oldest — the Home Office — would become a shadow of its present self .",24
2273,0,1,"Labour 's proposed Department for Legal Administration would take over responsibility for courts and tribunals ; court procedures ; organisation , training and appointment of the legal profession , magistracy and judiciary ; legal aid ; legal services ; and the Sentencing Council .",10
